title,stars,url,text
Great Plugin,5,https://wordpress.org/support/topic/great-plugin-19491/,"

				
				<p>Mandatory.</p>

				
			"
Perfect,5,https://wordpress.org/support/topic/perfect-5448/,"

				
				<p>It is easy to use, very simple to learn.<br />
I think it must be offered as an alternative of Gutenberg by WordPress.</p>

				
			"
Awesome,5,https://wordpress.org/support/topic/awesome-6047/,"

				
				<p>This Makes Really Easy website Building With Its Best Efforts Of Coding.</p>

				
			"
"Webbuilding as easy as 1,2,3",5,https://wordpress.org/support/topic/webbuilding-as-easy-as-123/,"

				
				<p>Addict of WP.. Great stuff!</p>

				
			"
Good Platform,4,https://wordpress.org/support/topic/good-platform/,"

				
				<p>My Only problem is with Post!</p>
<p>The Entire Post stays on the Page, I can&#8217;t find a way to just display the Image, So I use it with Pages and it creates awesome pages!! </p>
<p>But overall great web design platform!!</p>

				
			"
Recomended,5,https://wordpress.org/support/topic/recomended-11/,"

				
				<p>Very good and handy tool</p>


<ul id=""bbp-topic-revision-log-10779862"" class=""bbp-topic-revision-log"">

	<li id=""bbp-topic-revision-log-10779862-item-11237710"" class=""bbp-topic-revision-log-item"">
		This topic was modified 1 month ago by <a href=""https://wordpress.org/support/users/barsak/"" title=""View barsak&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/82d55beb4f30049953506b24f73dd33b?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/82d55beb4f30049953506b24f73dd33b?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/barsak/"" title=""View barsak&#039;s profile"">barsak</a>.
	</li>

</ul>


				
			"
Easy to ise..good work by develpement team&#8230;,5,https://wordpress.org/support/topic/easy-to-ise-good-work-by-develpement-team/,"

				
				<p><strong>Easy to ise..good work by develpement team&#8230;</strong></p>

				
			"
"Tried the Rest, Elementor&#8217;s the Best",5,https://wordpress.org/support/topic/tried-the-rest-elementors-the-best/,"

				
				<p>I spent many hours trying to work through many of the most popular editors, and this one is by far the easiest and most powerful one I&#8217;ve used. So many drag/drop features and copy/paste styles makes it easy to keep your site looking in sync the whole way. There are many plugins that gives you the ability to quickly add components across the site.</p>

				
			"
Nice,5,https://wordpress.org/support/topic/nice-2673/,"

				
				<p>Nice Plugin! I&#8217;m really proud of using it.,</p>

				
			"
Great software.,5,https://wordpress.org/support/topic/great-software-80/,"

				
				<p>Getting better over time, again and again.</p>

				
			"
Great plugin,5,https://wordpress.org/support/topic/great-plugin-19484/,"

				
				<p>Not a lot of computer skills needed &#8211; user friendly.</p>
<p>Great1. </p>

				
			"
Awesome,5,https://wordpress.org/support/topic/awesome-6042/,"

				
				<p>I can honestly say using this has completely changed the face of my website and I am only using the free version at this time I can only imagine how much better/easier it would be with the full version. Prior to getting I was having issues with pretty much every theme I had tried as they would do one thing good but would really suck in other areas. With elementor I just need a theme with a decent setup and the combination of this and that and I am extremely happy. If I could give this more than 5 stars I would.</p>

				
			"
Good enough,3,https://wordpress.org/support/topic/good-enough-35/,"

				
				<p>Great plugin 5 star &#8211; Tutorials and My Templates are need some work. </p>


<ul id=""bbp-topic-revision-log-10778781"" class=""bbp-topic-revision-log"">

	<li id=""bbp-topic-revision-log-10778781-item-10778786"" class=""bbp-topic-revision-log-item"">
		This topic was modified 5 months, 2 weeks ago by <a href=""https://wordpress.org/support/users/techdotron/"" title=""View techdotron&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/5afaff7f9e71fdb14f1f9fdda98486dc?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/5afaff7f9e71fdb14f1f9fdda98486dc?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/techdotron/"" title=""View techdotron&#039;s profile"">techdotron</a>.
	</li>

</ul>


				
			"
"Fácil, intuitivo y rapido",5,https://wordpress.org/support/topic/facil-intuitivo-y-rapido/,"

				
				<p>Un complemento para la edición de WordPress que debería venir integrado por defecto.<br />
Es el complemento que uso para la edición de mis trabajos en WordPress, es fácil e intuitivo trabajar con el ademas de rápido, lo utilizo con otros complementos como GeneratePress, SiteOrigen, ultimateMember &#8230; y su integración con ellos es muy buena.<br />
Espero que mejoren en prestaciones el gestor de roles.<br />
Seguir así.</p>


<ul id=""bbp-topic-revision-log-10778775"" class=""bbp-topic-revision-log"">

	<li id=""bbp-topic-revision-log-10778775-item-10778776"" class=""bbp-topic-revision-log-item"">
		This topic was modified 5 months, 2 weeks ago by <a href=""https://wordpress.org/support/users/eduardojosecp/"" title=""View eduardojosecp&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/b769bdee9e6b83e3e11b492b906ae39f?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/b769bdee9e6b83e3e11b492b906ae39f?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/eduardojosecp/"" title=""View eduardojosecp&#039;s profile"">eduardojosecp</a>.
	</li>

</ul>


				
			"
Grossartiges Tool,5,https://wordpress.org/support/topic/grossartiges-tool/,"

				
				<p>Mit <strong>Elementor Page Builder</strong>  macht es richtig Spass sich auf neue Webseiten zu stürzen. Sehr intuitiv und mit ein bisschen Übung total einfach.</p>

				
			"
Super Good&#8230;,5,https://wordpress.org/support/topic/super-good-9/,"

				
				<p>Super Good&#8230;</p>

				
			"
Useful page builder!,5,https://wordpress.org/support/topic/useful-page-builder/,"

				
				<p>I was able to freshen up my boring theme with Elementor.<br />
I can highly recommend it!</p>


<ul id=""bbp-topic-revision-log-10778590"" class=""bbp-topic-revision-log"">

	<li id=""bbp-topic-revision-log-10778590-item-10778632"" class=""bbp-topic-revision-log-item"">
		This topic was modified 5 months, 2 weeks ago by <a href=""https://wordpress.org/support/users/saschavenus/"" title=""View saschavenus&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/2636dfe6c55d29fb51f40b59637d7ce2?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/2636dfe6c55d29fb51f40b59637d7ce2?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/saschavenus/"" title=""View saschavenus&#039;s profile"">saschavenus</a>.
	</li>

</ul>


				
			"
Top Builder,5,https://wordpress.org/support/topic/top-builder/,"

				
				<p>Have built a number of sites now and have found Elementor Pro is ahead of the rest, highly recommended.</p>

				
			"
Top,5,https://wordpress.org/support/topic/top-512/,"

				
				<p>Excellent</p>

				
			"
The best?,5,https://wordpress.org/support/topic/the-best-1314/,"

				
				<p>quickly becoming my favorite page editor. </p>

				
			"
excelent!,5,https://wordpress.org/support/topic/excelent-669/,"

				
				<p>Very easy to use</p>

				
			"
El mejor editor,5,https://wordpress.org/support/topic/el-mejor-editor/,"

				
				<p>Con Elevator crear bellas páginas web de todo tipo se hace fácil.</p>

				
			"
The number 1 plugin,5,https://wordpress.org/support/topic/the-number-1-plugin/,"

				
				<p>Incredibly powerful plugin. Gives you almost complete freedom in designing your website.</p>

				
			"
Very nice and comfortable,5,https://wordpress.org/support/topic/very-nice-and-comfortable/,"

				
				<p>Makes every webpage special. Thx</p>

				
			"
"Замечательный плагин, интуитивно понятный.",5,https://wordpress.org/support/topic/%d0%b7%d0%b0%d0%bc%d0%b5%d1%87%d0%b0%d1%82%d0%b5%d0%bb%d1%8c%d0%bd%d1%8b%d0%b9-%d0%bf%d0%bb%d0%b0%d0%b3%d0%b8%d0%bd-%d0%b8%d0%bd%d1%82%d1%83%d0%b8%d1%82%d0%b8%d0%b2%d0%bd%d0%be-%d0%bf%d0%be%d0%bd/,"

				
				<p>Будем надеется что плагин будет развиваться в том же духе!</p>

				
			"
Great Tool for Non Coders,5,https://wordpress.org/support/topic/great-tool-for-non-coders/,"

				
				<p>Its been a pleasure to have known elementor&#8230;It is a must have tool for building outstanding websites!</p>

				
			"
"Muy buen plugin, el mejor",5,https://wordpress.org/support/topic/muy-buen-plugin-el-mejor/,"

				
				<p>excelente!!!</p>

				
			"
Excellent for New WP Users,5,https://wordpress.org/support/topic/excellent-for-new-wp-users/,"

				
				<p>I discovered elementor as I was finishing my first site using another WordPress product. As soon as I started working with elementor, I switched to using it exclusively and remade the new site.</p>

				
			"
Excelente Plugin,5,https://wordpress.org/support/topic/excelente-plugin-429/,"

				
				<p>Los resultados que brinda son muy profesionales y visualmente atractivos</p>

				
			"
Best Thing that ever happened to my website,5,https://wordpress.org/support/topic/best-thing-that-ever-happened-to-my-website/,"

				
				<p>I do not know what I would have done without Elementor.<br />
I got very lost on designing my site. I couldn&#8217;t get elements to show up where I wanted. I couldn&#8217;t get the styles I wanted. Nothing looked professional. </p>
<p>I tried SiteOrigin site builder for a while. It was pretty good! I mean, I liked it. I used one of their themes (Sydney) and I made some pretty good-looking sites. </p>
<p>Then I stumbled upon Elementor and now all my sites are built with Elementor, hands down. I guess that says what it needs to? It&#8217;s THE best site builder I&#8217;ve ever worked with. It lets me put everything exactly where I want it and style it to my liking. It&#8217;s insane how much you can do with the free version, but I look forward to saving up enough to get the unlimited pro version. It&#8217;s the most amazing product and I want to support it&#8217;s development as well as getting the pro features!</p>
<p>If you want to build a site but aren&#8217;t a pro coder, TRY ELEMENTOR! It&#8217;s FREE!<br />
You will not regret it!</p>

				
			"
Excellent,5,https://wordpress.org/support/topic/excellent-6824/,"

				
				<p>10 Numara 5 yıldız</p>

				
			"
Love It.,5,https://wordpress.org/support/topic/love-it-2312/,"

				
				<p>This is so easy for non-programers.  The learning curve is very low.</p>

				
			"
Mandatory plugin!,5,https://wordpress.org/support/topic/mandatory-plugin-6/,"

				
				<p>Really appreciate the attention to detail, breadth of functionality and ongoing enhancements. Elementor is a mandatory plugin for me now, not perfect, but close enough!</p>

				
			"
Perfect tool,5,https://wordpress.org/support/topic/perfect-tool-54/,"

				
				<p>Elementor is a great tool! I am very satisfied!</p>

				
			"
Excellent,5,https://wordpress.org/support/topic/excellent-6821/,"

				
				<p>Elementor is much easier than I expected! I am very satisfied!</p>

				
			"
Mantap,5,https://wordpress.org/support/topic/mantap-18/,"

				
				<p>Terimakasih haturnuhun alus pisan ieu plugin josss</p>

				
			"
Second to none,5,https://wordpress.org/support/topic/second-to-none-6/,"

				
				<p>Second to none plugin&#8230;</p>

				
			"
helpful plugin,5,https://wordpress.org/support/topic/helpful-plugin-109/,"

				
				<p>this plugin really helps a lot in my journey&#8230;</p>

				
			"
Works like a charm!,5,https://wordpress.org/support/topic/works-like-a-charm-1335/,"

				
				<p>I am not an expert, but Elementor has helped to make a decent site. Thanks.</p>

				
			"
Awesome Plugin,5,https://wordpress.org/support/topic/awesome-plugin-3863/,"

				
				<p>Very useful and robust!</p>


<ul id=""bbp-topic-revision-log-10773092"" class=""bbp-topic-revision-log"">

	<li id=""bbp-topic-revision-log-10773092-item-10774991"" class=""bbp-topic-revision-log-item"">
		This topic was modified 5 months, 2 weeks ago by <a href=""https://wordpress.org/support/users/bvk5pe/"" title=""View bvk5pe&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/d7f0a58a056af1cf8e15a11c806fd0c6?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/d7f0a58a056af1cf8e15a11c806fd0c6?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/bvk5pe/"" title=""View bvk5pe&#039;s profile"">bvk5pe</a>.
	</li>

</ul>


				
			"
Great Plugin By Far One Of my Favorites,5,https://wordpress.org/support/topic/great-plugin-by-far-one-of-my-favorites/,"

				
				<p>Anyone who needs to pump out a good website quick should really check this one out. The only bad side is the review recommendation on the WordPress dashboard never goes away until a review is left.  I hope it goes away now. </p>

				
			"
Much better than other page builders I&#8217;ve used,5,https://wordpress.org/support/topic/much-better-than-other-page-builders-ive-used/,"

				
				<p>I&#8217;m super happy with it. Great, quick customer support and love the interface. </p>

				
			"
Muito fácil de usar e brinca com nossa criatividade!,5,https://wordpress.org/support/topic/muito-facil-de-usar-e-brinca-com-nossa-criatividade/,"

				
				<p>Primeiro experiência com construtor de página e não sei se existe melhor, mas este atende muito bem minhas expectativas. </p>

				
			"
Easy to learn,5,https://wordpress.org/support/topic/easy-to-learn-2/,"

				
				<p>When I first thought about using Elementor I was told that it was difficult to use unless you were experienced. That never stopped me! I found the tutorials informative and some good videos that taught me everything I needed to learn. First time building a website from scratch, but it turned out great</p>

				
			"
useful and helpful page builder,5,https://wordpress.org/support/topic/useful-and-helpful-page-builder/,"

				
				<p>Wow! Elemntor (Pro) erleichtert ganz wesentlich die (fast) tägliche Arbeit an und für unsere Webpräsenz.</p>

				
			"
Fantastic!,5,https://wordpress.org/support/topic/fantastic-1944/,"

				
				<p>Fantastic plagin!</p>

				
			"
Great!,5,https://wordpress.org/support/topic/great-8642/,"

				
				<p>Great!</p>

				
			"
I can not imagine life without elementor,5,https://wordpress.org/support/topic/i-can-not-imagine-life-without-elementor/,"

				
				<p>The best and amazing page builder. Thanks.</p>

				
			"
Great Page Builder with endless possibilities,5,https://wordpress.org/support/topic/great-page-builder-with-endless-possibilities/,"

				
				<p>Great Page Builder with endless possibilities, really love to use it to create beautiful websites</p>

				
			"
"Amazon, Great &amp; Awesome Page Builder",5,https://wordpress.org/support/topic/amazon-great-awesome-page-builder/,"

				
				<p>Elementor is the best drag and drop page builder. Elementor page builder helped me to design a robust website although I had know previous coding and webdesign knowledge. Thanks elementor for given me this awesome plugin </p>

				
			"
Amazing,5,https://wordpress.org/support/topic/amazing-1934/,"

				
				<p>Thanks for the builder. Top!</p>

				
			"
Очень удобный из всех испытаных!,5,https://wordpress.org/support/topic/%d0%be%d1%87%d0%b5%d0%bd%d1%8c-%d1%83%d0%b4%d0%be%d0%b1%d0%bd%d1%8b%d0%b9-%d0%b8%d0%b7-%d0%b2%d1%81%d0%b5%d1%85-%d0%b8%d1%81%d0%bf%d1%8b%d1%82%d0%b0%d0%bd%d1%8b%d1%85/,"

				
				<p>Хочу выразить свою благодарность создателям! Очень удобный из всех испытуемых конструкторов. Предусмотрено создание страниц до мельчайших подробностей. И это я использую только бесплатный вариант. Всем рекомендую!</p>

				
			"
Easy to use interface,5,https://wordpress.org/support/topic/easy-to-use-interface-2/,"

				
				<p>A great plugin to create pages on WordPress easily. </p>

				
			"
The best one period.,5,https://wordpress.org/support/topic/the-best-one-period/,"

				
				<p>Just the best theme builder for WordPress!</p>

				
			"
Excellent Page Builder,5,https://wordpress.org/support/topic/excellent-page-builder-9/,"

				
				<p>We are very satisfied working with this easy Plugin which delivers great results.</p>

				
			"
Real fast developing with it,5,https://wordpress.org/support/topic/real-fast-developing-with-it/,"

				
				<p>You can setup a complete small web in a couple of hours using the templates. Really fast learning in using it. I use it almost every day.</p>

				
			"
Great plugin,5,https://wordpress.org/support/topic/great-plugin-19446/,"

				
				<p>Easy to create beautiful pages</p>

				
			"
Great JOB,5,https://wordpress.org/support/topic/great-job-687/,"

				
				<p>I love when it is simple and intuitive&#8230; thanks for your job&#8230; I recommend to my friends 100%&#8230; CELINE</p>

				
			"
very helpful,5,https://wordpress.org/support/topic/very-helpful-632/,"

				
				<p>thank you so much. </p>

				
			"
Made Life Easier,5,https://wordpress.org/support/topic/made-life-easier-2/,"

				
				<p>In the past I had an account with Weebly.com and used their website page builder. I have also tried other page builders and I have discovered that Elementor is the easiest page builder that I have ever used. Elementor allows me to create a page in minutes rather than hours. I am an internet marketer and the time I save is a valuable asset to me. Thanks to the developers and I hope they keep updating Elememtor and continue to make it even better.</p>

				
			"
Simple to use and endless possibilities!,5,https://wordpress.org/support/topic/simple-to-use-and-endless-possibilities/,"

				
				<p>It&#8217;s easy to use. There are tons of templates available with the pro option that are fully customizable </p>

				
			"
Revolutionises website building,5,https://wordpress.org/support/topic/revolutionises-website-building/,"

				
				<p>True flexibility and easy to use.</p>


<ul id=""bbp-topic-revision-log-10769099"" class=""bbp-topic-revision-log"">

	<li id=""bbp-topic-revision-log-10769099-item-11019132"" class=""bbp-topic-revision-log-item"">
		This topic was modified 3 months ago by <a href=""https://wordpress.org/support/users/jburke/"" title=""View jburke&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/f65a15ac09041f8a6270694b98ba530f?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/f65a15ac09041f8a6270694b98ba530f?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/jburke/"" title=""View jburke&#039;s profile"">jburke</a>.
	</li>

</ul>


				
			"
Allows me to be more creative,5,https://wordpress.org/support/topic/allows-me-to-be-more-creative/,"

				
				<p>This plug-in is really good and being a creative artist I love the flexibility it offers us to create more visually appealing posts and pages with attractive fonts. It&#8217;s so easy to insert columns and pictures and do complicated layouts all with drag and drop. I&#8217;m finding that I use Elementor all the time now instead of the standard WordPress editor.</p>

				
			"
"Construtor fabuloso, resolve a sua vida",5,https://wordpress.org/support/topic/construtor-fabuloso-resolve-a-sua-vida/,"

				
				<p>Fazer sites sem ele, hoje, inviável, a qualidade e velocidade que ele oferece, sem igual!</p>

				
			"
Ottima app,5,https://wordpress.org/support/topic/ottima-app-2/,"

				
				<p>Ottima appe continui aggiornamenti</p>

				
			"
Great page builder,5,https://wordpress.org/support/topic/great-page-builder-28/,"

				
				<p>Very good page builder, i love it</p>


<ul id=""bbp-topic-revision-log-10768434"" class=""bbp-topic-revision-log"">

	<li id=""bbp-topic-revision-log-10768434-item-10768436"" class=""bbp-topic-revision-log-item"">
		This topic was modified 5 months, 2 weeks ago by <a href=""https://wordpress.org/support/users/brain1955/"" title=""View brain1955&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/d0f1e808f1a598d7eef0b590611776e0?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/d0f1e808f1a598d7eef0b590611776e0?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/brain1955/"" title=""View brain1955&#039;s profile"">brain1955</a>.
	</li>

</ul>


				
			"
Top Notch Tool,5,https://wordpress.org/support/topic/top-notch-tool/,"

				
				<p>Changes WordPress to a much more design, creative tool for making good looking sites and blogs.  Drag and drop is smooth and intuitive and always has a place to get familiar with something that may be less used about the page builder</p>


<ul id=""bbp-topic-revision-log-10768000"" class=""bbp-topic-revision-log"">

	<li id=""bbp-topic-revision-log-10768000-item-10778063"" class=""bbp-topic-revision-log-item"">
		This topic was modified 5 months, 2 weeks ago by <a href=""https://wordpress.org/support/users/gary-culley/"" title=""View Gary Culley&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/a39c8964c6ba5027d3ea12d224a416da?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/a39c8964c6ba5027d3ea12d224a416da?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/gary-culley/"" title=""View Gary Culley&#039;s profile"">Gary Culley</a>.
	</li>

</ul>


				
			"
Best Page Designer I&#8217;ve Tried,5,https://wordpress.org/support/topic/best-page-designer-ive-tried/,"

				
				<p>I&#8217;m not even using the Pro version, just the free one and it&#8217;s been incredible to help me get my new web-site up-and-running. I&#8217;ve tried 3 or 4 other page designers and all feel a but clumsy next to Elementor.</p>

				
			"
Elementor Pro,5,https://wordpress.org/support/topic/elementor-pro-6/,"

				
				<p>This is THE best WordPress Builder PERIOD!</p>

				
			"
Mi forma de hacer web cambió,5,https://wordpress.org/support/topic/mi-forma-de-hacer-web-cambio/,"

				
				<p>Elementor es una plataforma fantástica que permite hacer sitios webs muy profesionales en muy poco tiempo. En mi agencia estamos haciendo webs en menos de 3 días y con una muy alta calidad. Es fácil, rápido y con una curva de aprendizaje muy corta. Si trabajan con web compren la versión pro, sobre todo por el catálogo de plantillas y bloques, eso les ahorrará un montón de tiempo. Elementor ahora es nuestra mejor herramienta de trabajo.</p>

				
			"
Outstanding,5,https://wordpress.org/support/topic/outstanding-320/,"

				
				<p>I just purchased the Pro version</p>

				
			"
Flexible and powerful WordPress builder,5,https://wordpress.org/support/topic/flexible-and-powerful-wordpress-builder/,"

				
				<p>This is a very easy to use and flexible page builder for WordPress. I recommend that you try it out and see if you like it.</p>


<ul id=""bbp-topic-revision-log-10767196"" class=""bbp-topic-revision-log"">

	<li id=""bbp-topic-revision-log-10767196-item-10911583"" class=""bbp-topic-revision-log-item"">
		This topic was modified 4 months ago by <a href=""https://wordpress.org/support/users/kaytellehoelgmailcom/"" title=""View kaytellehoel&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/6cefbf4dbdb4ce0eb1506cf0391bd10f?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/6cefbf4dbdb4ce0eb1506cf0391bd10f?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/kaytellehoelgmailcom/"" title=""View kaytellehoel&#039;s profile"">kaytellehoel</a>.
	</li>

</ul>


				
			"
Simple and flexible,5,https://wordpress.org/support/topic/simple-and-flexible-29/,"

				
				<p>This is a great plugin and it&#8217;s free. I Have used many page builder type plugins but have very much settled on Elementor as my favourite and my &#8220;go-to&#8221; for ALL websites that I do. Very seldom do i have plugin conflicts and the design options are endless, allowing clients to also quickly implement their own updates once the site has been handed over. Thanks guys, keep it up.<br />
PS: Consider a layer slider&#8230; that would be my only recommendation. </p>

				
			"
Every update just makes it cooler and cooler,5,https://wordpress.org/support/topic/every-update-just-makes-it-cooler-and-cooler/,"

				
				<p>I love using Elementor and different possibilities it gives. At the same time it&#8217;s very simple for beginners and flexible for advanced users. Hope you&#8217;ll evolve and make only better!</p>

				
			"
The best thing since the invention of WP,5,https://wordpress.org/support/topic/the-best-thing-since-the-invention-of-wp/,"

				
				<p>Elementor is a great enhancement to WP, and far the best and lightest page builder.<br />
Since I adopted it, they kept inventing and improving features at a great pace, and updates are painless. It is really WYSIWYG and fully compatible with WPML. </p>


<ul id=""bbp-topic-revision-log-10766523"" class=""bbp-topic-revision-log"">

	<li id=""bbp-topic-revision-log-10766523-item-10895303"" class=""bbp-topic-revision-log-item"">
		This topic was modified 4 months, 1 week ago by <a href=""https://wordpress.org/support/users/agneslesagegmailcom/"" title=""View Agnes&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/e987103772d77bef7b90284283f688f0?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/e987103772d77bef7b90284283f688f0?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/agneslesagegmailcom/"" title=""View Agnes&#039;s profile"">Agnes</a>.
	</li>

</ul>


				
			"
Great!,5,https://wordpress.org/support/topic/great-8636/,"

				
				<p>Awesome plugin. Thanks a lot!</p>


<ul id=""bbp-topic-revision-log-10766322"" class=""bbp-topic-revision-log"">

	<li id=""bbp-topic-revision-log-10766322-item-10766324"" class=""bbp-topic-revision-log-item"">
		This topic was modified 5 months, 2 weeks ago by <a href=""https://wordpress.org/support/users/teomatarts/"" title=""View teomatarts&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/e9a83f78117fce0ea9d5b48e333c154d?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/e9a83f78117fce0ea9d5b48e333c154d?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/teomatarts/"" title=""View teomatarts&#039;s profile"">teomatarts</a>.
	</li>

</ul>


				
			"
Just what I was looking for. Great!,5,https://wordpress.org/support/topic/just-what-i-was-looking-for-great/,"

				
				<p>Complete, easy to use, amazing plugin.<br />
I love it.</p>

				
			"
Super user-friendly,5,https://wordpress.org/support/topic/super-user-friendly-4/,"

				
				<p>Very easy to use. My favorite page builder</p>

				
			"
The best page builder,5,https://wordpress.org/support/topic/the-best-page-builder-20/,"

				
				<p>This is the best page builder ever</p>

				
			"
Another Level of Imaginative Design,5,https://wordpress.org/support/topic/another-level-of-imaginative-design/,"

				
				<p>There is so much you can do with Elementor Page Builder. Make your pages (articles) in your imagination appear on your website!</p>

				
			"
hony elementor,5,https://wordpress.org/support/topic/hony-elementor/,"

				
				<p>elementor is very good page maker</p>

				
			"
Great Plugin!,5,https://wordpress.org/support/topic/great-plugin-19435/,"

				
				<p>This is a great plugin that&#8217;s a must have.  Since I&#8217;ve discovered it, I won&#8217;t have another WP site without this plugin.</p>

				
			"
Awesome,5,https://wordpress.org/support/topic/awesome-6017/,"

				
				<p>Best page builder out of them all!</p>

				
			"
Excellent,5,https://wordpress.org/support/topic/excellent-6811/,"

				
				<p>For a beginner, it was a stunning pleasant experience.<br />
Install it. Follow instructions or search on web.<br />
QED. You can create a perfect website.</p>

				
			"
Nice!,5,https://wordpress.org/support/topic/nice-2666/,"

				
				<p>Great web pages without pain!</p>

				
			"
Awesome easy,5,https://wordpress.org/support/topic/awesome-easy-8/,"

				
				<p>I&#8217;ve had been working on wordpress for 8 years and this is the most easy page builder. </p>

				
			"
One Star for Support,1,https://wordpress.org/support/topic/the-best-page-builder-i-ever-used/,"

				
				<p>I&#8217;m a Pro user. Instead of focusing on new features, fix the issues found on existing features.</p>
<p>It&#8217;s been more than 6 months, still, you didn&#8217;t fix one of the main issues!</p>
<p><a href=""https://github.com/pojome/elementor/issues/5147"" rel=""nofollow"">https://github.com/pojome/elementor/issues/5147</a></p>


<ul id=""bbp-topic-revision-log-10764043"" class=""bbp-topic-revision-log"">

	<li id=""bbp-topic-revision-log-10764043-item-10879504"" class=""bbp-topic-revision-log-item"">
		This topic was modified 4 months, 1 week ago by <a href=""https://wordpress.org/support/users/akhilaniyan/"" title=""View Akhil K A&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/5c553d3597ac4e2747e2888dc31c48b2?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/5c553d3597ac4e2747e2888dc31c48b2?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/akhilaniyan/"" title=""View Akhil K A&#039;s profile"">Akhil K A</a>.
	</li>

</ul>


				
			"
Fantástico,5,https://wordpress.org/support/topic/fantastico-124/,"

				
				<p>Una maravillosa y completa ayuda para el desarrolo de sitios con aspecto impecable y profesional. Actualmente lo tengo en pruebas, no tardaré en breve en adquirir la versión Pro. Cada dia descubro nuevas posibilidades. Mi mas sincera felicitación al equipo de Elementor</p>

				
			"
Great Tool!,5,https://wordpress.org/support/topic/great-tool-957/,"

				
				<p>Very good page builder!</p>

				
			"
Frustrating and unpredictable WP editor,1,https://wordpress.org/support/topic/frustrating-and-unpredictable-wp-editor/,"

				
				<p>Very frustrating and unpredictable WP editor. Editing pages with Elementor is a tedious process and takes much longer than simply using the built in WP editor. I bought the full version and it worked at first but since the updates the editing columns keep jumping around when selected and the text collapses into an unformatted mess. I often have to exit the editor and start again. I won&#8217;t be renewing my subscription to Elementor unless the issues are fixed. </p>

				
			"
All right!,5,https://wordpress.org/support/topic/all-right-13/,"

				
				<p>Very good!</p>

				
			"
Can&#8217;t live without it,5,https://wordpress.org/support/topic/cant-live-without-it-43/,"

				
				<p>I keep learning of &#8216;new&#8217; features that Elementor has.  Amazing software. </p>

				
			"
